,Unnamed: 0,edu,edu_level,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,student_status,public_sector,private_sector,lfs,occup,industry,self_emp,union,part_time,major_activity,major_source_inc,multiple_jobs,num_jobs,exp,reason_pt,hourly_wage,hours_paid,months_last_worked,tenure,sex,age,year,weight,salary,firm_size,loc_size
1077,2978,university certificate below bachelor,4,1,1,1,0,0,0,0,0,1,1,0,employed all year,natural and applied sciences,public administration,0,1,0,working,wages and salaries,0,1,11.0,,37.45083798882681,1955.0,,136.0,0,32.0,1997,635.3025,95804.46927374302,100.0,20.0
1078,2980,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,middle management,manufacturing,0,0,0,working,wages and salaries,0,1,36.0,,46.82225698324022,2607.0,,54.0,0,54.0,1997,166.8952,152416.20111731844,1.0,1.0
1079,2986,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative",health care and social assistance,0,0,1,working,wages and salaries,0,1,23.0,personal or family responsabilities,46.36936312849162,939.0,,492.0,1,64.0,1997,1202.6039,43547.48603351956,1.0,1.0
1080,2989,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in business and finance,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,10.0,,83.61117318435755,2086.0,,67.0,1,51.0,1997,241.5981,200318.43575418997,20.0,1.0
1081,2990,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,senior management,agriculture,0,0,0,working,wages and salaries,1,3,15.0,,73.15977653631285,2086.0,,30.0,0,38.0,1997,366.8866,161125.69832402235,20.0,20.0
1082,2991,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,trade,0,0,0,working,wages and salaries,0,1,24.0,,33.566402234636875,2086.0,,286.0,0,48.0,1997,1507.7868,69675.97765363129,1000.0,500.0
1083,2994,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed, unemployed and not in labour force during year",construction trades,construction,1,0,0,working,wages and salaries,0,2,14.0,,29.612290502793297,1283.0,,7.0,0,31.0,1997,569.7339,4006.368715083799,1.0,1.0
1084,2996,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,"finance, insurance, real estate and leasing",0,1,0,working,wages and salaries,0,1,4.0,,22.29631284916201,1955.0,,16.0,0,31.0,1997,481.5369,53998.882681564246,100.0,20.0
1085,3000,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",sales and service,accommodation and food services,0,1,0,working,wages and salaries,0,1,16.0,,14.527441340782124,864.0,,42.0,0,42.0,1997,2074.5229,16112.569832402234,100.0,100.0
1086,3001,graduated high school,3,1,1,0,0,0,1,0,0,1,0,1,employed all year,"retail salespersons, sales clerks, cashiers",accommodation and food services,0,0,0,working,wages and salaries,0,1,1.0,,10.451396648044694,1995.0,,22.0,1,19.0,1997,115.1609,18289.94413407821,1000.0,1.0
1087,3004,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"retail salespersons, sales clerks, cashiers",trade,0,0,1,working,wages and salaries,0,1,3.0,caring for own child,17.41899441340782,1251.0,,66.0,1,25.0,1997,55.3106,12193.296089385474,1.0,1.0
1088,3006,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,28.0,,38.21727374301676,1825.0,,88.0,1,54.0,1997,1853.2943,74901.67597765363,500.0,500.0
1089,3015,5-8 years of elementary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","business, building and other support services",0,0,1,working,wages and salaries,0,1,11.0,personal preference,63.14385474860335,255.0,,254.0,1,60.0,1997,76.0805,30483.240223463687,1.0,1.0
1090,3016,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",construction trades,manufacturing,0,1,0,working,wages and salaries,0,2,7.0,,32.5212625698324,1166.0,,6.0,0,23.0,1997,19.914,17418.99441340782,1000.0,100.0
1091,3017,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,1,0,1,employed all year,clerical and supervisor occupations,"finance, insurance, real estate and leasing",0,0,1,working,wages and salaries,1,2,9.0,only find PT,26.75557541899441,782.0,,23.0,1,41.0,1997,115.2136,25257.54189944134,1000.0,1.0
1092,3019,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"retail salespersons, sales clerks, cashiers",trade,0,0,0,working,wages and salaries,0,1,30.0,,20.90279329608939,1135.0,,221.0,1,55.0,1997,84.2989,33096.08938547486,1000.0,20.0
1093,3021,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,clerical and supervisor occupations,educational services,0,0,1,working,wages and salaries,1,2,4.0,only find PT,20.90279329608939,1043.0,,76.0,1,50.0,1997,49.7285,40063.68715083799,1000.0,1000.0
1648,4632,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,trade,0,1,1,working,wages and salaries,1,2,0.0,other,14.091966480446928,1304.0,,78.0,0,24.0,1997,850.2484,16548.04469273743,1000.0,20.0
1649,4634,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,8.0,,24.38659217877095,2086.0,,48.0,1,30.0,1997,199.1071,32225.13966480447,1.0,1.0
1650,4636,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,1,0,1,employed all year,clerical and supervisor occupations,,0,0,0,working,wages and salaries,0,1,14.0,,26.30268156424581,1669.0,,72.0,1,50.0,1997,1800.1161,36579.88826815642,1.0,1.0
1651,4640,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",,0,0,0,working,wages and salaries,0,1,3.0,,23.41112849162011,2086.0,,32.0,0,26.0,1997,144.1011,57482.68156424581,20.0,20.0
1652,4643,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,middle management,trade,0,0,0,working,wages and salaries,0,1,24.0,,33.44446927374302,2086.0,,54.0,0,42.0,1997,71.616,91449.72067039106,1.0,1.0
1653,4644,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,33.0,,58.52782122905029,2086.0,,309.0,0,53.0,1997,560.0126,76643.57541899441,1000.0,1000.0
1740,4901,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,other services,0,1,0,working,wages and salaries,0,1,35.0,,57.09946368715084,1458.0,,112.0,0,52.0,1997,274.2932,117578.2122905028,1000.0,500.0
1741,4902,,0,0,0,0,0,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,1,1,0,working,wages and salaries,1,2,24.0,,49.40026815642459,2294.0,,264.0,0,51.0,1997,812.1163,165480.44692737432,1000.0,100.0
1742,4903,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"occupations in art, culture, recreation and sport","professional, scientific and technical services",0,0,0,working,wages and salaries,1,2,11.0,,50.16670391061452,1981.0,,65.0,0,30.0,1997,710.6382,108868.71508379887,500.0,500.0
1743,4904,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","business, building and other support services",0,0,1,working,wages and salaries,1,2,20.0,only find PT,13.935195530726258,1304.0,,31.0,1,37.0,1997,398.9821,16112.569832402234,1.0,1.0
1744,4905,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",accommodation and food services,0,0,0,working,wages and salaries,0,1,3.0,,20.4847374301676,2086.0,,32.0,1,28.0,1997,263.1018,45289.38547486033,1000.0,20.0
1745,4908,5-8 years of elementary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,middle management,accommodation and food services,1,0,0,working,wages and salaries,0,2,15.0,,,2693.0,,9.0,1,50.0,1997,598.7789,10886.871508379889,1.0,1.0
1746,4910,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,manufacturing,0,0,0,working,wages and salaries,0,1,6.0,,27.87039106145252,2607.0,,36.0,0,22.0,1997,1134.1532,62708.37988826816,20.0,20.0
1747,4913,,0,0,0,0,0,0,0,0,0,0,1,0,"employed part-year, unemployed part-year",middle management,educational services,0,1,0,working,wages and salaries,0,1,23.0,,61.036156424581,2086.0,,252.0,1,46.0,1997,271.7435,139351.95530726257,1000.0,20.0
1748,4914,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative",manufacturing,0,0,0,working,wages and salaries,0,1,24.0,,32.45158659217877,1825.0,,98.0,1,40.0,1997,235.4568,59224.5810055866,20.0,20.0
1749,4917,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,"trades helpers, construction, and transportation labourers","business, building and other support services",0,0,0,working,wages and salaries,0,1,21.0,,26.12849162011173,2868.0,,104.0,0,35.0,1997,729.3606,62708.37988826816,1.0,1.0
1750,4921,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,3.0,,15.67709497206704,2086.0,,19.0,0,30.0,1997,2212.0783,41805.58659217877,500.0,20.0
1751,4922,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,10.0,,35.86570949720671,2086.0,,132.0,0,29.0,1997,106.7313,76643.57541899441,20.0,20.0
1752,4925,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","retail salespersons, sales clerks, cashiers",trade,0,0,1,working,wages and salaries,1,3,9.0,only find PT,12.454581005586594,508.0,,9.0,1,27.0,1997,545.9292,12193.296089385474,1.0,1.0
1753,4926,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,1,0,1,employed all year,"chefs and cooks, food and beverage service",accommodation and food services,0,0,1,working,wages and salaries,0,1,2.0,school,11.932011173184357,1043.0,,28.0,0,22.0,1997,67.6617,6096.648044692737,1000.0,1.0
1943,5419,university certificate below bachelor,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,childcare and home support workers,educational services,0,1,0,working,wages and salaries,0,1,20.0,,49.33059217877096,2086.0,,108.0,1,42.0,1997,596.2388,95804.46927374302,500.0,20.0
1944,5420,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,transport and equipment operators,transportation and warehousing,0,1,0,working,wages and salaries,0,1,19.0,,31.35418994413408,3129.0,,35.0,0,53.0,1997,1311.2806,80127.37430167598,100.0,100.0
1945,5434,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,10.0,,41.16108379888268,2086.0,,148.0,0,32.0,1997,115.7934,83611.17318435754,1000.0,100.0
1946,5435,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,occupation in protective services,trade,0,0,0,working,wages and salaries,0,1,18.0,,17.94156424581006,2086.0,,210.0,1,35.0,1997,1745.8478,34837.98882681564,1000.0,100.0
1947,5436,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,sales and service,accommodation and food services,0,0,0,working,wages and salaries,0,1,8.0,,12.942312849162011,1451.0,,47.0,1,31.0,1997,600.1155,20902.793296089385,1.0,1.0
1948,5437,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,"occupations in social science, government service and religion",health care and social assistance,0,1,0,working,wages and salaries,1,3,10.0,,22.01760893854749,1564.0,,45.0,1,34.0,1997,109.193,17418.99441340782,100.0,20.0
1949,5439,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,"occupations in social science, government service and religion",public administration,0,1,0,working,wages and salaries,0,1,18.0,,19.160893854748604,1981.0,,89.0,1,36.0,1997,105.5727,83611.17318435754,1000.0,1.0
1950,5440,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,other services,0,0,0,working,wages and salaries,0,1,17.0,,32.86964245810056,2294.0,,106.0,0,35.0,1997,70.6617,100159.21787709495,1.0,1.0
1951,5441,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,29.0,,26.37235754189944,1955.0,,259.0,1,54.0,1997,145.4075,53998.882681564246,1000.0,1.0
1952,5445,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","chefs and cooks, food and beverage service",accommodation and food services,0,0,0,working,wages and salaries,1,2,9.0,,15.67709497206704,1013.0,,5.0,0,36.0,1997,1983.2168,26128.49162011173,20.0,1.0
1953,5448,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in health,health care and social assistance,0,1,0,working,wages and salaries,1,2,3.0,,34.38509497206704,1825.0,,47.0,1,26.0,1997,417.1371,80127.37430167598,100.0,100.0
1956,5460,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,"employed, unemployed and not in labour force during year",clerical and supervisor occupations,"information, culture and recreation",0,0,0,working,wages and salaries,0,1,35.0,,19.160893854748604,652.0,,4.0,1,58.0,1997,188.1214,12628.77094972067,1000.0,100.0
1957,5461,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed, unemployed and not in labour force during year","trades helpers, construction, and transportation labourers",manufacturing,0,1,0,working,wages and salaries,0,1,25.0,,43.547486033519554,1183.0,2.0,53.0,0,42.0,1997,120.1698,48773.1843575419,1000.0,1000.0
1958,5464,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",clerical and supervisor occupations,trade,1,0,0,working,wages and salaries,0,2,19.0,,31.580636871508386,995.0,,150.0,1,45.0,1997,37.9879,36579.88826815642,20.0,20.0
1959,5466,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,construction trades,construction,0,0,0,working,wages and salaries,0,1,11.0,,22.749206703910616,2607.0,,107.0,0,34.0,1997,441.8832,52256.98324022346,100.0,1.0
1960,5468,university certificate below bachelor,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,senior management,,0,0,0,working,wages and salaries,0,1,15.0,,76.92227932960894,1733.0,,48.0,1,36.0,1997,1492.094,126287.7094972067,20.0,20.0
1961,5472,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",sales and service,accommodation and food services,0,0,0,working,wages and salaries,0,2,4.0,,15.67709497206704,544.0,3.0,8.0,1,24.0,1997,396.7946,12628.77094972067,1000.0,20.0
1962,5474,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",trade,0,0,0,working,wages and salaries,0,1,1.0,,69.36243575418995,2346.0,,18.0,1,48.0,1997,584.3816,165480.44692737432,1000.0,500.0
1963,5476,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,middle management,"professional, scientific and technical services",0,1,0,working,wages and salaries,0,1,20.0,,35.02959776536313,2086.0,,240.0,0,42.0,1997,954.3153,73159.77653631284,1000.0,20.0
1964,5477,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,sales and service,health care and social assistance,0,0,0,working,wages and salaries,0,1,13.0,,21.89567597765363,2868.0,,53.0,0,32.0,1997,526.055,62708.37988826816,1.0,1.0
1965,5478,,0,0,0,0,0,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,16.0,,60.20004469273744,1750.0,,124.0,0,38.0,1997,1062.0482,100159.21787709495,1000.0,20.0
1966,5480,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","business, building and other support services",0,0,0,working,wages and salaries,0,1,14.0,,49.922837988826814,1955.0,,30.0,1,35.0,1997,260.3796,95804.46927374302,500.0,1.0
1967,5482,5-8 years of elementary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,manufacturing,0,0,0,working,wages and salaries,0,1,42.0,,27.87039106145252,2294.0,,37.0,0,57.0,1997,404.5945,57482.68156424581,20.0,20.0
1968,5483,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,sales and service,"business, building and other support services",0,1,0,working,wages and salaries,0,1,31.0,,41.75332960893854,2086.0,,233.0,1,45.0,1997,341.1367,87094.97206703911,1000.0,500.0
1969,5484,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,"retail salespersons, sales clerks, cashiers",trade,0,0,0,working,wages and salaries,0,1,9.0,,6.305675977653632,1825.0,,144.0,1,51.0,1997,173.4968,10886.871508379889,1.0,1.0
1970,5485,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,other services,0,0,0,working,wages and salaries,0,1,48.0,,31.35418994413408,1565.0,,297.0,0,62.0,1997,535.6512,45289.38547486033,1.0,1.0
